Country/Region,Date,R,ci_95_u,ci_95_l,ci_65_u,ci_65_l,days_infectious,last_updated
France,2021-05-19,0.9035348764076879,1.1702663004725649,0.6331423297543664,1.0283332321603922,0.7789804760204645,5,2021-06-22
France,2021-05-20,0.9000604594583161,1.1715343619973109,0.627423861617106,1.0260884207754766,0.7719959041610478,5,2021-06-22
France,2021-05-21,0.8963321598778375,1.1674175440276229,0.6253902781602636,1.0249435506904063,0.7684814435529029,5,2021-06-22
France,2021-05-22,0.8920081424340971,1.159020202289453,0.6222926812084003,1.0186804672619478,0.7656059822341916,5,2021-06-22
France,2021-05-23,0.8876442015526107,1.1482139970422025,0.6219305722112888,1.012994425180677,0.7644963945232173,5,2021-06-22
France,2021-05-24,0.8832162027461856,1.143202491235625,0.6186493407444821,1.0072502035563946,0.7592650693494336,5,2021-06-22
France,2021-05-25,0.8792586112897053,1.1403353391462088,0.6201603317513955,1.0022097733854392,0.7570809241266534,5,2021-06-22
France,2021-05-26,0.8855473013357875,1.140925031140924,0.6281325433968685,1.0081192815408768,0.7636704251578873,5,2021-06-22
France,2021-05-27,0.8859457579902664,1.1413472729930552,0.6297489819427375,1.00719791158853,0.7653738508191406,5,2021-06-22
France,2021-05-28,0.8838152427840693,1.1377618812436814,0.6290840273052976,1.0047574153916288,0.7643821678764678,5,2021-06-22
France,2021-05-29,0.8760337555540152,1.1285470950748628,0.6219485780114461,0.9945188539339992,0.7577835926168862,5,2021-06-22
France,2021-05-30,0.8650407025008624,1.1180732988373625,0.6117936738571831,0.9839498195082284,0.7473051171026035,5,2021-06-22
France,2021-05-31,0.8535072089665436,1.1063138593992798,0.6064193443776142,0.9717444199179708,0.7364480566615107,5,2021-06-22
France,2021-06-01,0.8440265858483479,1.0961976367572868,0.5961828742478255,0.962175311690636,0.7265431503899344,5,2021-06-22
France,2021-06-02,0.8321578862018376,1.0833890601241831,0.5831677298957889,0.9498823592164592,0.7149144907449736,5,2021-06-22
France,2021-06-03,0.8319955638005212,1.083945401274278,0.5847032421758461,0.9488718545003187,0.7143685465462861,5,2021-06-22
France,2021-06-04,0.8177627431246883,1.0670605171720635,0.5701180051665629,0.9349012931111618,0.6988875968459449,5,2021-06-22
France,2021-06-05,0.8035808550877747,1.0543278403151866,0.5555441432711682,0.9214638110723896,0.6848553378726875,5,2021-06-22
France,2021-06-06,0.7904843192126655,1.0439808150495216,0.5419090372650062,0.9094709468082359,0.6710406997353882,5,2021-06-22
France,2021-06-07,0.7777810445144799,1.030221320682422,0.5245052167364547,0.8967579336016641,0.6585745484038776,5,2021-06-22
France,2021-06-08,0.7649665223914012,1.019810356476318,0.510322437119159,0.8848687319479849,0.6436233456030356,5,2021-06-22
France,2021-06-09,0.7521837881094577,1.005955791467448,0.4957868485758716,0.8729036683097469,0.6309973953559431,5,2021-06-22
France,2021-06-10,0.7374258673879387,0.9939558847458732,0.4784864338447691,0.8599813913680261,0.6143997315710577,5,2021-06-22
France,2021-06-11,0.729818809648444,0.9846272168385242,0.4697759336801469,0.8531323384922573,0.6091147179038414,5,2021-06-22
France,2021-06-12,0.7249610300793288,0.9850094764180954,0.4615012521757148,0.8486459669879622,0.6017018237197846,5,2021-06-22
France,2021-06-13,0.7208067949893726,0.984362930424249,0.4553218843078576,0.8464251430638461,0.5962508407351726,5,2021-06-22
France,2021-06-14,0.7167400024165411,0.9876336778940312,0.4477549924153388,0.8439192950016563,0.5898311497565483,5,2021-06-22
France,2021-06-15,0.7123291225182092,0.9870792462969114,0.4375231806309914,0.841534937948811,0.5827714814220593,5,2021-06-22
France,2021-06-16,0.7081386845663575,0.9929576374982952,0.4245294455136369,0.8424297011824244,0.5733364423791307,5,2021-06-22
France,2021-06-17,0.7050247220772327,0.9990967225854244,0.4079243736394204,0.8435721872488902,0.5681964687847447,5,2021-06-22
France,2021-06-18,0.7072557040057412,1.0171585932471872,0.3984681414066907,0.8515510889303941,0.5620896767665041,5,2021-06-22
France,2021-06-19,0.708301244882892,1.0332309056825435,0.3807877072229433,0.8609429969721724,0.5566504922158318,5,2021-06-22
France,2021-06-20,0.7081328330080883,1.0546760530730974,0.3617551543439471,0.8707428024126356,0.5464646244845945,5,2021-06-22
